Code,Time,d_Negative,d_Positive,d_Uncertainty,d_Litigious,d_StrongModal,d_Constraining,d_Pos_26,d_Neg_26,qa_Negative,qa_Positive,qa_Uncertainty,qa_Litigious,qa_StrongModal,qa_Constraining,qa_Pos_26,qa_Neg_26,nearest_day_return,nearest_day
ALLE_1535,2018/7/26,18,51,18,1,12,4,894,66,45,83,35,3,18,3,372,258,0.017355563523547834,2018-07-26 00:00:00
ALXN_1089,2012/2/9,62,95,38,14,38,5,570,42,74,42,53,1,25,5,234,162,0.04850699051085994,2012-02-09 00:00:00
ALXN_1092,2012/10/24,50,112,28,14,31,5,402,48,63,44,63,6,34,6,192,222,-0.07311278684678513,2012-10-24 00:00:00
ALXN_1403,2017/7/27,17,134,44,3,53,8,864,36,76,73,47,4,32,4,162,180,0.02174403513747225,2017-07-27 00:00:00
ALXN_1245,2016/2/3,29,104,20,1,31,8,636,96,46,24,36,7,39,2,126,198,0.0626820076593877,2016-02-03 00:00:00
ALXN_1238,2014/4/24,21,94,24,5,22,1,342,12,41,39,36,5,24,1,90,156,0.02483084073694841,2014-04-24 00:00:00
ALXN_1094,2013/4/25,48,85,30,20,39,10,324,18,51,55,41,11,27,4,120,168,0.1074750193556442,2013-04-25 00:00:00
ALXN_1575,2020/1/30,23,74,27,3,27,8,546,30,58,62,36,0,22,3,300,150,-0.0620908849640861,2020-01-30 00:00:00
ALXN_1577,2019/7/24,22,52,22,7,18,2,402,18,65,73,59,7,32,7,150,168,-0.011844445106437007,2019-07-24 00:00:00
ALXN_1243,2015/7/30,36,84,22,5,29,6,498,42,68,69,44,6,31,1,192,228,0.002666526433611205,2015-07-30 00:00:00
ALXN_1610,2013/7/25,21,83,29,8,25,5,282,24,61,70,47,4,28,7,78,210,-0.02004377309419281,2013-07-25 00:00:00
ALXN_1237,2014/1/30,32,88,24,7,38,4,462,0,87,60,54,6,47,3,234,162,0.21139613531475865,2014-01-30 00:00:00
ALXN_1244,2015/10/30,51,78,18,7,29,5,474,78,54,41,36,3,32,5,54,216,0.0002841889890599081,2015-10-30 00:00:00
ALXN_1239,2014/7/24,14,68,21,3,15,1,384,6,64,42,37,8,27,3,48,186,-0.032355015277743315,2014-07-24 00:00:00
ALXN_1578,2019/4/25,18,64,29,3,24,3,462,12,77,89,73,3,32,7,258,288,0.042970224423493734,2019-04-25 00:00:00
ALXN_1090,2012/4/24,45,87,22,11,33,6,348,30,56,37,38,2,19,4,84,108,-0.033065051498826666,2012-04-24 00:00:00
ALXN_1552,2018/7/26,22,70,40,9,23,9,582,36,72,83,65,9,16,3,192,192,-0.00488408080417979,2018-07-26 00:00:00
ALXN_1241,2015/1/29,23,88,20,3,17,4,456,36,63,48,38,6,42,6,162,180,0.057768052328600376,2015-01-29 00:00:00
ALXN_1579,2019/2/4,29,63,37,6,23,7,504,24,53,60,55,2,32,3,192,192,-0.02003483373260584,2019-02-04 00:00:00
ALXN_1576,2019/10/23,21,78,35,6,20,8,510,54,47,70,51,7,32,2,120,186,0.07403302341351159,2019-10-23 00:00:00
ALXN_1404,2017/10/26,26,80,36,5,29,3,594,30,66,66,69,3,32,2,108,216,-0.04499655373975586,2017-10-26 00:00:00
ALXN_1240,2014/10/23,19,79,19,6,11,4,426,18,42,41,39,5,24,6,108,174,0.07300740800232619,2014-10-23 00:00:00
ALXN_1580,2018/10/24,29,84,44,13,14,6,546,30,70,80,57,8,31,6,282,210,-0.0976422937904916,2018-10-24 00:00:00
ALXN_1246,2016/4/29,33,83,16,0,18,1,414,30,67,49,55,0,33,4,222,216,-0.022802217272396952,2016-04-29 00:00:00
ALXN_1242,2015/4/23,48,93,20,5,24,4,492,24,65,62,39,3,25,2,96,150,-0.019182743841429928,2015-04-23 00:00:00
ALXN_1091,2012/7/25,46,62,39,9,28,1,420,30,69,41,45,20,18,2,114,258,0.07693089833578083,2012-07-25 00:00:00
ALXN_1609,2013/10/24,33,96,27,10,29,1,264,24,51,73,44,12,42,10,60,192,0.06419836814728573,2013-10-24 00:00:00
ALXN_1402,2017/4/27,35,131,32,4,31,8,1014,48,60,55,40,9,50,2,132,258,0.05118860377154832,2017-04-27 00:00:00
ALXN_1551,2018/4/26,15,71,42,9,22,8,594,18,78,91,52,7,26,8,108,222,0.1450395805415905,2018-04-26 00:00:00
ALXN_1405,2018/2/8,16,93,40,5,17,2,780,42,61,78,75,6,29,6,228,258,-0.0740930447470659,2018-02-08 00:00:00
AMAT_2860,2015/5/14,15,68,29,2,16,3,552,60,73,210,64,9,34,0,1206,144,-0.0035122776594258553,2015-05-14 00:00:00
AMAT_2864,2016/5/19,13,112,35,2,29,5,666,72,55,153,72,4,32,7,768,186,-0.000502019520257746,2016-05-19 00:00:00
AMAT_2702,2013/2/13,23,109,27,1,25,1,558,120,47,131,37,2,35,1,534,180,0.00805275340997924,2013-02-13 00:00:00
AMAT_3005,2017/2/15,7,78,26,1,19,6,654,84,67,149,69,3,21,2,1062,300,0.007380134533318872,2017-02-15 00:00:00
AMAT_3007,2017/8/17,6,102,19,1,15,4,732,90,33,95,60,5,12,1,714,180,-0.03013945524474548,2017-08-17 00:00:00
AMAT_3008,2017/11/16,9,119,17,0,24,3,774,78,56,125,24,7,18,1,720,192,0.03711672364772345,2017-11-16 00:00:00
AMAT_2699,2012/5/17,19,43,22,4,15,2,414,78,58,68,50,5,28,6,612,294,-0.016885582340742666,2012-05-17 00:00:00
AMAT_3016,2019/11/14,16,70,21,6,14,1,504,108,51,129,52,7,30,3,816,252,-0.0028011178292021155,2019-11-14 00:00:00
AMAT_3003,2016/8/18,9,101,23,0,25,2,546,66,68,214,87,2,20,1,972,270,0.014290926220765996,2016-08-18 00:00:00
AMAT_3015,2019/8/15,10,47,18,1,10,3,552,108,32,146,32,3,16,1,756,144,0.009633927890378535,2019-08-15 00:00:00
AMAT_2853,2013/8/15,11,154,23,2,33,2,570,114,54,126,55,1,38,1,918,156,-0.02606483530474535,2013-08-15 00:00:00
AMAT_3004,2016/11/17,9,103,34,1,26,2,714,90,61,102,76,2,21,0,672,204,0.023650868542509862,2016-11-17 00:00:00
AMAT_2859,2015/2/11,10,72,28,5,16,3,576,30,55,117,54,10,18,1,594,222,-0.000823742059227861,2015-02-11 00:00:00
AMAT_2862,2015/11/12,13,95,23,2,28,1,624,90,53,161,56,10,18,2,774,174,-0.01548542076858306,2015-11-12 00:00:00
AMAT_3011,2018/8/16,9,59,19,2,18,3,672,90,49,94,38,4,23,5,612,276,-0.0016838143376899373,2018-08-16 00:00:00
AMAT_3010,2018/5/17,17,67,31,1,19,5,690,96,57,104,44,5,15,5,978,258,-0.02193219366742261,2018-05-17 00:00:00
AMAT_2703,2013/5/16,30,153,18,6,24,5,840,150,52,73,42,0,45,3,612,156,-0.009459482535033814,2013-05-16 00:00:00
AMAT_3017,2020/2/12,10,70,28,3,15,4,612,66,60,159,35,4,22,9,1056,156,,
AMAT_3009,2018/2/14,11,66,34,2,19,5,654,60,55,112,20,0,27,8,666,102,0.04863773732633225,2018-02-14 00:00:00
AMAT_2861,2015/8/13,10,59,20,0,19,1,402,42,111,155,89,6,38,2,978,330,-0.01445086768931425,2015-08-13 00:00:00
AMAT_3013,2019/2/14,17,45,21,2,23,3,474,54,60,104,38,0,41,5,696,180,-0.0034271577693479878,2019-02-14 00:00:00
AMAT_2856,2014/5/16,20,104,21,5,28,3,666,78,71,186,70,10,34,1,1170,252,0.08132683290432441,2014-05-16 00:00:00
AMAT_2857,2014/8/14,8,92,27,3,22,2,552,48,37,124,48,0,18,1,798,150,0.008583705821160859,2014-08-14 00:00:00
AMAT_2863,2016/2/19,9,64,33,3,25,2,492,48,53,121,39,7,16,3,648,96,0.07047169942318532,2016-02-19 00:00:00
AMAT_2698,2012/2/16,29,44,24,4,14,2,528,108,60,84,71,5,25,0,492,234,0.0240310409909934,2012-02-16 00:00:00
AMAT_3006,2017/5/18,11,105,35,1,14,6,618,96,59,115,49,2,25,16,894,228,0.02689433047287526,2017-05-18 00:00:00
AMAT_3012,2018/11/15,14,47,29,1,18,6,510,84,64,96,53,3,27,6,666,138,0.04288262502050477,2018-11-15 00:00:00
AMAT_2858,2014/11/13,12,123,24,4,19,1,630,60,43,138,50,6,15,0,834,156,0.005780394372532749,2014-11-13 00:00:00
AMAT_2855,2014/2/12,16,106,19,4,21,5,534,60,90,130,68,13,34,9,1002,234,0.007311538568400833,2014-02-12 00:00:00
AMD_160,2014/10/16,17,78,33,0,20,3,372,18,80,81,50,4,33,3,480,168,0.011494333721897787,2014-10-16 00:00:00
AMD_453,2017/5/1,15,46,15,0,10,1,372,90,55,77,41,2,32,7,510,246,0.024060127085346883,2017-05-01 00:00:00
AMD_75,2012/10/18,37,37,25,3,31,0,366,108,88,103,96,3,44,7,642,288,-0.0541516593502861,2012-10-18 00:00:00
AMD_705,2018/10/24,7,52,19,0,11,0,624,48,57,93,43,1,24,7,432,252,-0.09166995707743407,2018-10-24 00:00:00
AMD_457,2018/4/25,6,58,19,0,11,2,714,54,52,83,38,0,21,3,504,204,-0.03766106131757141,2018-04-25 00:00:00
AMD_702,2019/7/30,7,30,18,0,10,0,372,24,54,72,56,0,26,4,594,198,0.011648727448650087,2019-07-30 00:00:00
AMD_455,2017/10/24,8,47,15,0,6,1,480,24,61,85,37,0,42,1,678,144,0.010638270529935934,2017-10-24 00:00:00
AMD_706,2018/7/25,8,62,18,0,10,2,648,48,69,71,51,1,25,1,438,168,-0.008647392982017554,2018-07-25 00:00:00
AMD_73,2012/4/19,11,67,17,4,11,4,414,54,40,122,69,1,36,9,558,252,0.0,2012-04-19 00:00:00
AMD_295,2016/7/21,15,52,17,0,9,0,306,54,56,90,59,1,22,4,426,186,-0.035120159441658035,2016-07-21 00:00:00
AMD_78,2013/7/18,15,63,13,1,20,1,426,72,61,108,58,2,39,11,684,216,0.059360672431823636,2013-07-18 00:00:00
AMD_456,2018/1/30,17,59,18,0,16,1,558,48,51,76,54,1,25,4,702,216,-0.033783770238372764,2018-01-30 00:00:00
AMD_704,2019/1/29,11,72,22,7,17,1,654,42,56,91,47,3,37,1,618,156,-0.04608524732961738,2019-01-29 00:00:00
AMD_292,2015/10/16,31,57,32,3,20,2,366,102,71,76,55,2,24,9,426,258,-0.015228411651818319,2015-10-16 00:00:00
AMD_290,2015/4/17,23,36,24,3,12,0,276,78,92,103,70,1,29,3,516,282,-0.10104528690478842,2015-04-17 00:00:00
AMD_74,2012/7/19,33,34,20,0,22,6,408,60,70,110,60,2,45,8,426,270,-0.006134914885540077,2012-07-19 00:00:00
AMD_291,2015/7/16,22,48,26,0,14,1,306,84,67,73,44,2,42,9,504,264,-0.0459183834831397,2015-07-16 00:00:00
AMD_158,2014/4/18,14,55,28,4,17,6,444,84,47,123,55,2,23,9,576,168,0.11653111698391848,2014-04-21 00:00:00
AMD_452,2017/1/31,16,58,14,0,11,0,414,60,61,76,34,1,27,1,462,132,-0.022620148810949647,2017-01-31 00:00:00
AMD_454,2017/7/25,11,46,14,0,14,1,408,42,54,91,47,2,26,4,576,288,-0.003531086954354778,2017-07-25 00:00:00
AMD_703,2019/4/30,4,45,19,0,11,0,474,6,48,60,38,0,25,6,468,114,-0.0021668967906741665,2019-04-30 00:00:00
AMD_3,2013/10/17,10,66,19,0,21,4,468,42,47,86,34,0,53,4,594,210,0.0,2013-10-17 00:00:00
AMD_157,2014/1/21,11,64,27,4,13,4,522,54,31,90,28,0,27,3,540,114,-0.0023922852763973435,2014-01-21 00:00:00
AMD_72,2012/1/24,22,81,21,0,19,2,396,60,54,129,41,1,25,9,480,222,0.001533777440351214,2012-01-24 00:00:00
AMD_294,2016/4/21,18,60,22,3,9,2,258,78,70,80,67,7,45,6,450,210,-0.02962968915251118,2016-04-21 00:00:00
AMD_296,2016/10/20,14,62,21,4,13,0,396,84,34,58,28,0,18,3,330,72,0.0280650011456065,2016-10-20 00:00:00
AMD_76,2013/1/22,33,53,20,2,26,6,504,90,49,109,46,3,22,2,504,156,-0.00406503671064551,2013-01-22 00:00:00
AMD_293,2016/1/19,27,59,24,8,13,1,336,84,49,102,52,0,24,5,654,174,-0.039408829967266135,2016-01-19 00:00:00
AME_2268,2018/11/1,7,63,26,2,7,1,558,18,53,137,54,1,8,5,522,324,0.06782938727137687,2018-11-01 00:00:00
AME_2265,2018/2/1,10,111,31,0,20,1,570,54,49,126,51,0,20,3,612,144,0.021100924586587855,2018-02-01 00:00:00
AME_2258,2016/4/30,24,54,32,2,11,3,372,60,109,134,85,1,40,4,510,366,0.007693885022058034,2016-05-02 00:00:00
AME_2262,2017/5/2,12,92,25,2,12,1,552,18,54,146,45,3,10,0,588,270,0.02500431711918094,2017-05-02 00:00:00
AME_2272,2019/10/31,10,66,26,0,7,3,576,6,69,126,50,1,14,1,588,246,0.003723622564626439,2019-10-31 00:00:00
AME_2271,2019/7/30,9,65,22,0,10,2,402,24,62,120,36,2,16,1,600,186,0.02484468517698724,2019-07-30 00:00:00
AME_2105,2015/10/27,18,59,31,0,12,2,408,12,84,66,56,1,23,2,348,336,-0.04511546980368941,2015-10-27 00:00:00
AME_1926,2012/10/23,12,50,27,0,16,2,432,6,81,103,53,1,47,2,768,402,0.020323964983888887,2012-10-23 00:00:00
AME_2267,2018/7/31,7,79,22,0,7,3,522,30,46,109,20,0,9,1,528,258,0.022742255342105718,2018-07-31 00:00:00
AME_1925,2012/7/24,15,54,25,1,15,1,444,18,42,39,25,1,19,2,396,96,-0.05492196700080754,2012-07-24 00:00:00
AME_2330,2014/8/5,9,76,24,1,14,2,750,12,41,94,44,2,18,1,588,288,0.03787417200641418,2014-08-05 00:00:00
AME_2259,2016/8/4,15,65,28,0,14,2,402,54,81,132,63,1,13,1,582,270,-0.02006400549251286,2016-08-04 00:00:00
AME_2263,2017/8/2,7,63,24,1,10,1,402,12,49,106,35,0,10,1,438,216,0.04235645034551117,2017-08-02 00:00:00
AME_2331,2014/5/6,11,62,31,1,16,2,576,12,28,76,34,0,20,3,498,168,-0.008309772144785565,2014-05-06 00:00:00
AME_2266,2018/5/2,6,77,24,0,7,1,516,18,26,109,49,0,7,0,522,156,0.012850120736321413,2018-05-02 00:00:00
AME_2332,2014/1/29,7,78,26,0,10,2,606,18,29,60,49,0,18,0,522,180,-0.0032064096697297373,2014-01-29 00:00:00
AME_1928,2013/4/25,9,59,24,0,11,3,372,18,65,78,47,1,26,2,462,264,-0.005103350944904661,2013-04-25 00:00:00
AME_2261,2017/2/7,16,82,34,1,10,3,528,54,66,161,65,3,24,0,642,294,0.0003871555908390168,2017-02-07 00:00:00
AME_2257,2016/2/5,17,64,40,0,17,3,510,18,103,105,78,6,47,5,438,504,-0.028087426580981067,2016-02-05 00:00:00
AME_1927,2013/1/24,15,68,22,4,19,3,624,12,74,106,72,1,24,0,654,174,0.035264425296650304,2013-01-24 00:00:00
AME_2270,2019/5/1,12,60,19,0,15,1,450,24,76,127,79,1,21,5,576,318,-0.02052849717798066,2019-05-01 00:00:00
AME_2273,2020/2/5,10,85,27,0,7,2,636,12,100,78,58,1,16,2,510,222,,
AME_2333,2013/10/29,8,62,27,0,14,1,480,12,50,112,55,1,14,1,684,246,0.036860381663282434,2013-10-29 00:00:00
AME_2264,2017/11/2,12,70,21,0,10,2,420,30,45,181,44,0,23,0,756,192,0.016802933136326637,2017-11-02 00:00:00
AME_2104,2015/8/4,15,60,29,1,14,1,486,18,86,97,50,1,16,4,540,300,0.007881369144862038,2015-08-04 00:00:00
AME_2269,2019/2/5,13,84,26,1,20,1,606,30,60,108,49,2,17,4,648,204,0.01628228802342369,2019-02-05 00:00:00
AME_1923,2012/1/26,14,68,24,1,17,4,612,36,81,108,46,2,17,1,546,312,0.005124915148337904,2012-01-26 00:00:00
AME_1924,2012/4/26,12,57,30,3,16,1,426,12,57,104,52,0,12,2,726,210,0.018691630071689502,2012-04-26 00:00:00
AMG_582,2018/7/30,18,89,18,0,13,9,372,42,57,108,41,2,48,10,222,360,0.050777874968444436,2018-07-30 00:00:00
AMG_420,2014/4/29,17,94,34,0,11,1,330,72,59,141,66,3,24,8,306,348,0.08533123420657662,2014-04-29 00:00:00
AMG_421,2014/7/29,6,93,26,1,16,1,354,42,46,125,59,1,21,10,372,366,-0.011336093201470887,2014-07-29 00:00:00
AMG_585,2019/5/6,31,104,29,1,17,4,288,102,55,93,32,3,20,6,294,264,-0.11604404119983215,2019-05-06 00:00:00
AMG_418,2013/11/5,8,55,25,0,15,2,270,24,35,76,44,1,31,4,114,198,-0.025718638552841955,2013-11-05 00:00:00
AMG_423,2015/1/27,14,112,31,1,18,7,366,84,71,266,112,6,83,13,444,660,-0.02568368083940253,2015-01-27 00:00:00
AMG_577,2017/5/1,21,78,37,0,22,6,462,66,66,112,51,2,20,3,246,312,-0.058880368474100823,2017-05-01 00:00:00
AMG_588,2020/2/3,15,78,24,0,20,3,468,60,67,79,37,3,31,1,462,264,,
AMG_584,2019/2/4,55,103,44,4,15,9,318,180,65,116,48,2,13,5,366,306,0.023147268312744718,2019-02-04 00:00:00
AMG_580,2018/1/29,23,118,33,8,12,8,648,84,55,102,55,12,26,11,222,288,-0.03035774916448297,2018-01-29 00:00:00
AMG_430,2016/10/31,18,78,31,4,14,2,420,96,43,73,36,0,25,3,216,204,-0.03757975053251894,2016-10-31 00:00:00
AMG_428,2016/5/3,27,91,34,2,20,2,420,72,54,105,56,9,20,7,186,240,-0.0326447507192541,2016-05-03 00:00:00
AMG_419,2014/2/4,8,82,26,3,12,3,276,36,43,131,51,13,27,2,288,270,0.031381529719395784,2014-02-04 00:00:00
AMG_422,2014/11/3,17,89,32,1,13,1,336,60,65,96,81,5,31,8,348,360,-0.03313476820486483,2014-11-03 00:00:00
AMG_578,2017/7/31,18,90,25,1,15,3,456,66,67,101,51,1,8,2,318,246,0.04019036204798665,2017-07-31 00:00:00
AMG_416,2013/4/30,3,58,25,0,8,1,288,24,55,135,78,5,40,8,318,306,0.025492360051542876,2013-04-30 00:00:00
AMG_245,2012/1/31,18,87,22,1,10,1,420,78,58,114,73,5,16,3,168,252,-0.0004971700833042991,2012-01-31 00:00:00
AMG_415,2013/1/29,3,74,34,0,13,2,372,36,48,93,70,2,25,3,192,234,0.009857259278862164,2013-01-29 00:00:00
AMG_417,2013/7/30,11,67,32,2,11,5,336,54,49,110,53,1,29,4,246,378,0.03760786903243174,2013-07-30 00:00:00
AMG_426,2015/11/9,24,82,31,3,14,4,390,54,63,87,47,1,10,3,252,288,-0.05873951437694935,2015-11-09 00:00:00
AMG_248,2012/10/31,8,73,27,2,7,3,354,48,46,98,49,0,21,6,282,270,0.019010799274648216,2012-10-31 00:00:00
AMG_429,2016/8/1,34,80,60,5,18,3,432,114,60,59,49,0,25,2,222,330,-0.015601534985540622,2016-08-01 00:00:00
AMG_579,2017/10/30,25,105,28,0,14,6,510,96,43,80,58,4,25,7,252,216,-0.02716589508469791,2017-10-30 00:00:00
AMG_586,2019/7/29,22,72,26,0,17,4,324,60,69,82,49,3,22,1,348,240,-0.03775681744202386,2019-07-29 00:00:00
AMG_425,2015/7/28,12,76,34,2,13,4,360,48,66,136,60,0,53,5,330,378,-0.0101827148475363,2015-07-28 00:00:00
AMG_587,2019/10/28,20,89,36,2,18,6,432,102,36,84,34,3,13,2,384,222,0.05378851640921645,2019-10-28 00:00:00
AMG_246,2012/5/1,6,82,22,1,8,1,366,36,62,141,67,4,25,8,432,306,-0.007481130812956205,2012-05-01 00:00:00
AMG_583,2018/10/29,37,82,45,0,19,7,276,108,93,126,58,5,25,7,234,390,-0.03557518093809653,2018-10-29 00:00:00
AMGN_1737,2015/1/27,40,91,19,12,28,7,582,102,74,41,58,22,28,9,240,204,-0.005258851564257538,2015-01-27 00:00:00
AMGN_1735,2014/7/29,23,80,26,2,42,7,450,138,70,45,35,3,30,3,156,198,0.005381133505942826,2014-07-29 00:00:00
AMGN_1915,2017/10/25,58,113,30,7,21,7,594,126,89,81,60,12,24,11,114,234,-0.01591171034474359,2017-10-25 00:00:00
AMGN_1660,2013/7/30,24,72,15,7,30,5,408,72,84,33,51,9,35,8,204,192,0.01673214003569501,2013-07-30 00:00:00
AMGN_1738,2015/4/21,42,93,29,6,27,7,600,30,57,48,42,9,21,1,174,84,0.015002744320360197,2015-04-21 00:00:00
AMGN_2253,2019/4/30,41,108,37,7,29,9,540,84,89,59,63,14,26,7,78,156,-0.010211353223072872,2019-04-30 00:00:00
AMGN_1740,2015/10/28,45,108,41,5,31,12,942,54,69,35,37,14,11,2,108,162,0.004259800343289878,2015-10-28 00:00:00
AMGN_2256,2020/1/30,56,126,26,6,36,8,786,108,72,102,56,7,24,9,336,270,-0.004402377402024982,2020-01-30 00:00:00
AMGN_1656,2012/7/26,24,76,15,3,15,4,408,54,85,73,45,6,26,3,360,240,0.01706005447246839,2012-07-26 00:00:00
AMGN_2336,2018/10/30,42,125,26,4,24,7,510,108,90,105,44,11,35,5,306,270,0.004729259674278064,2018-10-30 00:00:00
AMGN_1913,2017/4/26,62,170,45,13,49,21,624,174,118,83,78,15,32,7,132,186,-0.0005464258625269559,2017-04-26 00:00:00
AMGN_2337,2018/7/27,39,105,32,7,25,10,600,126,110,67,72,10,25,10,138,204,-0.008296833728583586,2018-07-27 00:00:00
AMGN_2365,2013/10/22,19,63,9,5,15,6,312,48,84,58,54,9,38,7,186,222,0.022615273747161883,2013-10-22 00:00:00
AMGN_2102,2018/4/25,36,86,36,7,21,9,564,90,70,59,66,6,24,5,168,186,0.016808185114649543,2018-04-25 00:00:00
AMGN_1741,2016/1/29,37,106,21,7,27,7,666,84,106,72,65,9,42,9,42,264,0.02952470134020202,2016-01-29 00:00:00
AMGN_1739,2015/7/30,36,108,32,8,18,3,528,78,48,48,34,6,18,2,144,126,0.0012830303792903395,2015-07-30 00:00:00
AMGN_2335,2019/1/29,53,159,45,8,44,11,954,114,79,62,40,18,23,4,240,216,0.0008335694954584305,2019-01-29 00:00:00
AMGN_2255,2019/10/29,52,93,41,7,32,5,504,90,61,100,57,1,40,3,138,180,0.01941374124662687,2019-10-29 00:00:00
AMGN_2254,2019/7/30,51,113,34,6,38,9,630,96,75,83,45,15,28,3,138,144,0.0021012898304175747,2019-07-30 00:00:00
AMGN_2101,2018/2/2,68,191,50,11,70,21,1044,162,86,78,61,8,21,5,330,222,0.007814167748004586,2018-02-02 00:00:00
AMGN_1910,2016/7/27,26,89,23,12,18,13,618,48,69,66,46,13,22,4,162,174,0.017951896819388358,2016-07-27 00:00:00
AMGN_1909,2016/4/29,40,103,27,12,23,10,594,96,68,36,52,8,29,2,66,150,-0.01407570092925037,2016-04-29 00:00:00
AMGN_1736,2014/10/27,10,35,6,0,12,3,204,48,74,29,30,10,16,0,132,180,0.0063832845067952615,2014-10-27 00:00:00
AMGN_1912,2017/2/2,53,145,48,17,41,22,1008,114,90,69,66,16,21,4,216,282,-0.000563639624993284,2017-02-02 00:00:00
AMGN_1658,2013/1/23,17,47,10,4,21,4,492,66,58,56,33,6,16,1,468,174,-0.0026413881412518108,2013-01-23 00:00:00
AMGN_1911,2016/10/27,60,125,20,15,28,11,588,96,86,56,47,19,26,8,84,234,0.00993774310626483,2016-10-27 00:00:00
AMGN_1914,2017/7/25,29,117,29,13,22,5,642,78,75,69,56,7,34,8,282,258,-0.0009389051763921683,2017-07-25 00:00:00
AMGN_1654,2012/1/26,39,85,20,8,30,0,486,90,69,84,45,1,23,1,306,162,-0.016327080889551482,2012-01-26 00:00:00
AMGN_1655,2012/4/24,29,90,27,3,31,3,426,108,59,84,36,4,13,4,306,174,0.004978713330392015,2012-04-24 00:00:00
AMP_1946,2012/7/26,57,86,46,6,37,3,504,114,52,72,52,11,29,16,420,252,0.05794078378116008,2012-07-26 00:00:00
AMP_2126,2015/10/22,52,104,34,6,27,3,402,114,43,89,75,2,37,4,246,282,0.02267836890161345,2015-10-22 00:00:00
AMP_2287,2018/7/25,31,112,39,10,24,5,762,60,49,80,61,14,22,5,216,168,0.019584396705361273,2018-07-25 00:00:00
AMP_1949,2013/4/23,22,118,27,2,21,8,726,54,66,178,72,5,74,18,468,336,0.017408153965783324,2013-04-23 00:00:00
AMP_2283,2017/7/26,31,109,40,8,14,7,654,84,45,75,34,1,21,3,384,126,0.04184671356843128,2017-07-26 00:00:00
AMP_2118,2013/10/30,24,123,31,1,15,7,714,66,21,49,25,0,10,3,180,72,0.01408593957617743,2013-10-30 00:00:00
AMP_2292,2019/10/24,31,100,32,4,17,6,642,66,61,89,76,8,37,2,240,240,0.04293583055480221,2019-10-24 00:00:00
AMP_2291,2019/7/25,9,97,25,3,15,8,666,30,53,89,48,4,46,12,456,216,-0.029708852998840074,2019-07-25 00:00:00
AMP_2120,2014/4/29,18,53,20,2,11,6,342,24,24,44,20,3,15,2,168,132,0.058351857703355485,2014-04-29 00:00:00
AMP_2293,2020/1/30,13,109,25,3,27,7,696,36,35,73,50,1,25,2,288,174,0.026921232241921892,2020-01-30 00:00:00
AMP_2286,2018/4/24,22,83,29,7,16,3,606,42,53,85,46,9,29,6,192,180,-0.019451520545771483,2018-04-24 00:00:00
AMP_2124,2015/4/23,34,88,35,14,21,9,474,72,60,61,72,16,26,7,180,294,-0.033809429519277456,2015-04-23 00:00:00
AMP_1944,2012/2/2,43,81,43,6,26,7,576,102,86,103,95,0,40,8,432,432,-0.08032124514841242,2012-02-02 00:00:00
AMP_2119,2014/2/5,16,132,31,3,15,7,762,60,12,46,24,0,12,2,66,132,-0.0010623972317839179,2014-02-05 00:00:00
AMP_2125,2015/7/23,55,147,42,12,29,3,684,120,48,90,58,11,41,11,348,282,-0.004731476111288879,2015-07-23 00:00:00
AMP_2285,2018/1/25,20,115,23,7,17,2,684,42,41,61,20,6,31,2,228,180,-0.03982026938605021,2018-01-25 00:00:00
AMP_2288,2018/10/24,30,119,41,15,16,2,780,96,61,109,75,9,31,10,276,228,-0.07346384551476237,2018-10-24 00:00:00
AMP_2127,2016/1/28,49,100,50,10,32,6,570,78,71,94,79,11,50,17,342,318,-0.04598839219994688,2016-01-28 00:00:00
AMP_2289,2019/1/31,58,89,36,3,25,4,708,204,41,78,40,5,29,6,342,216,0.05341985482312261,2019-01-31 00:00:00
AMP_2129,2016/7/27,47,77,31,10,22,8,468,108,37,39,46,5,46,10,186,216,-0.010662513411662355,2016-07-27 00:00:00
AMP_2117,2013/7/25,21,93,28,1,12,7,564,48,37,80,42,6,51,12,288,246,0.015769951809367022,2013-07-25 00:00:00
AMP_2131,2017/2/2,26,104,26,9,21,5,642,36,44,54,50,10,33,4,228,198,0.042624687095649934,2017-02-02 00:00:00
AMP_2122,2014/10/29,18,91,29,2,8,2,606,24,33,38,42,2,10,4,150,180,0.02876142141895066,2014-10-29 00:00:00
AMP_2290,2019/4/25,37,93,30,2,36,7,588,66,53,97,80,8,62,2,270,282,0.007361094156901116,2019-04-25 00:00:00
AMP_1945,2012/4/24,27,103,34,3,18,3,720,54,49,105,83,0,52,7,384,234,-0.007380760570064759,2012-04-24 00:00:00
AMP_2123,2015/1/29,21,153,33,8,15,5,792,48,43,91,53,9,44,6,336,198,0.01479543576404718,2015-01-29 00:00:00
AMP_1948,2013/1/31,27,78,32,8,18,3,540,66,33,51,52,3,25,7,234,192,-0.008076591543490608,2013-01-31 00:00:00
AMZN_1467,2018/4/26,6,2,15,2,4,0,36,12,52,91,33,3,16,4,672,150,0.03957752539289317,2018-04-26 00:00:00
AMZN_1639,2012/10/26,24,6,26,2,8,1,408,78,33,69,34,0,13,2,522,150,0.06872423941349637,2012-10-26 00:00:00
AMZN_1468,2018/7/26,6,2,15,2,4,0,36,12,40,105,31,2,10,1,612,138,-0.029839926695322982,2018-07-26 00:00:00
